Company Name,Symbol,Headline,Publish Date,Sentiment
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.06%,2024-07-04,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2024-07-10,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank invokes pledged JAL shares surprises other lenders,2023-11-16,Neutral
ICICI Bank Ltd.,ICICIBANK,Nifty companies report robust earnings Coal India EPS forecast surges,2023-11-16,Neutral
ICICI Bank Ltd.,ICICIBANK,RBI penalties on financial firms exceed ₹50 crore in mid-November 2023,2023-11-16,Neutral
ICICI Bank Ltd.,ICICIBANK,Sensex dips as banking sector struggles IT firms gain,2023-11-20,Neutral
ICICI Bank Ltd.,ICICIBANK,IDBI ICICI City Union and Axis Bank Stocks Post Gains on BSE,2023-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,India's Sensex and Nifty 50 experience midday rise,2023-10-30,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank and Bank of India hike rates following RBI guidelines,2023-11-01,Positive
ICICI Bank Ltd.,ICICIBANK,LIC shifts focus to IT firms and HDFC Bank reduces stakes in other banks,2023-11-03,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank and Bank of India raise MCLR impacting consumer loans,2023-11-03,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank advances digital payments with QR code integration,2023-11-03,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank exhibits steady quarter with 18% YoY loan growth,2023-10-25,Neutral
ICICI Bank Ltd.,ICICIBANK,Asian bank stocks fall across the board as U.S. rout spills over,2023-05-03,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.19%,2020-07-24,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.20%,2020-08-19,Neutral
ICICI Bank Ltd.,ICICIBANK,Indian stocks lag Asian peers in January as Adani losses weigh,2023-01-31,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-05-29,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-06-09,Neutral
ICICI Bank Ltd.,ICICIBANK,Street mood ahead of Fed decision: Nifty posts marginal gains metals outshine,2023-06-14,Neutral
ICICI Bank Ltd.,ICICIBANK,Nifty Sensex hit new life peaks Nifty cracks past 18900 mark metals shine,2023-06-28,Neutral
ICICI Bank Ltd.,ICICIBANK,M-Cap of BSE stocks records another all-time high as benchmarks rally,2023-06-30,Neutral
ICICI Bank Ltd.,ICICIBANK,Sovereign Gold Bond Scheme 2023-24 - Series II opens for subscription,2023-09-13,Neutral
ICICI Bank Ltd.,ICICIBANK,RBI greenlights pre-sanctioned credit lines for UPI users,2023-09-13,Neutral
ICICI Bank Ltd.,ICICIBANK,Indian stock indices slump amid global market weakness and domestic concerns,2023-09-20,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank receives Investment Bank Analyst Rating Update,2023-09-30,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-09-30,Neutral
ICICI Bank Ltd.,ICICIBANK,Axis Bank Tech Mahindra and Asian Paints to announce Q3 results this week,2023-10-22,Neutral
ICICI Bank Ltd.,ICICIBANK,Exclusive: India's secondary listing plan for firms joining foreign markets irks investors sources say,2020-09-12,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank receives Investment Bank Analyst Rating Update,2023-09-30,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Secures Rs 4000 Crore via Long-Term Bond Private Placement,2023-10-03,Positive
ICICI Bank Ltd.,ICICIBANK,HDFC Amalgamation Fuels Credit Growth Retail Loans Lead the Surge,2023-10-04,Neutral
ICICI Bank Ltd.,ICICIBANK,Suzlon Energy shares rise HDFC Bank tops turnover charts in Thursday's NSE session,2023-10-05,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-10-10,Neutral
ICICI Bank Ltd.,ICICIBANK,India's market outlook improves CLSA raises allocation to 20% 'overweight',2023-10-11,Neutral
ICICI Bank Ltd.,ICICIBANK,Nifty projected to hit 21000 by December 2023 says ICICI Direct,2023-10-11,Neutral
ICICI Bank Ltd.,ICICIBANK,CLSA upgrades India's regional allocation favoring equities amid economic upswing,2023-10-11,Neutral
ICICI Bank Ltd.,ICICIBANK,Motilal Oswal predicts strong Q2 earnings for Indian banking sector,2023-10-12,Neutral
ICICI Bank Ltd.,ICICIBANK,HDFC ICICI Canara and Bank of Baroda adjust FD rates; SBI remains unchanged,2023-10-17,Neutral
ICICI Bank Ltd.,ICICIBANK,RBI Imposes Hefty Fines on ICICI and Kotak Mahindra for Regulatory Breaches,2023-10-17,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Icici Bank’s Q2 Results Show Strong Performance Driven by Loan and Deposit Growth,2023-10-20,Negative
ICICI Bank Ltd.,ICICIBANK,Credit card spending in India jumps 40% in festive season,2023-11-24,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-09-30,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-05-12,Neutral
ICICI Bank Ltd.,ICICIBANK,Former ICICI Bank CEO's husband arrested on money laundering charges,2020-09-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Bank Stock Most Favored By World’s Analysts Has Lagged Behind,2020-08-12,Negative
ICICI Bank Ltd.,ICICIBANK,India's ICICI Bank uses space images for farm loans to cut costs,2020-08-25,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.07%,2020-09-03,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 1.58%,2020-06-24,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.10%,2020-06-30,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.17%,2020-07-02,Neutral
ICICI Bank Ltd.,ICICIBANK,By default: Virus threatens to derail retail boom for Indian lenders,2020-05-15,Neutral
ICICI Bank Ltd.,ICICIBANK,India's ICICI Bank confirms exposure to troubled oil trader Hin Leong,2020-04-21,Positive
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.27%,2020-07-21,Positive
ICICI Bank Ltd.,ICICIBANK,WeWork India seeks new backers after talks with local bank collapse,2019-10-10,Neutral
ICICI Bank Ltd.,ICICIBANK,Realty bites: Indian property slump leaves beleaguered banks exposed,2019-10-13,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.17%,2018-08-27,Neutral
ICICI Bank Ltd.,ICICIBANK,Berkshire Hathaway buys stake in India's Paytm,2018-08-28,Positive
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.23%,2020-08-18,Negative
ICICI Bank Ltd.,ICICIBANK,Google ties up with Indian lenders in bid to woo new users,2018-08-28,Positive
ICICI Bank Ltd.,ICICIBANK,First test of India's new bankruptcy law offers cautionary tale,2017-07-10,Neutral
ICICI Bank Ltd.,ICICIBANK,India PNB's CEO meets serious fraud office amid probe into $2 billion scam,2018-03-07,Negative
ICICI Bank Ltd.,ICICIBANK,India's CBI probing Videocon husband of ICICI Bank CEO in loan case: sources,2018-03-31,Neutral
ICICI Bank Ltd.,ICICIBANK,India's ICICI Bank says CEO Kochhar on planned leave,2018-06-01,Neutral
ICICI Bank Ltd.,ICICIBANK,Exclusive: Indian police scrutinize major law firm in PNB fraud probe after documents moved,2018-09-18,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 2.39%,2018-10-04,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI's scandal-hit Kochhar quits as CEO Bakhshi gets top job,2018-10-04,Positive
ICICI Bank Ltd.,ICICIBANK,Fund managers place bets in Asia's oversold assets such as high-yield bonds,2018-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,Slowing Indian bank lending overshadows economic rebound hopes,2019-10-16,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.74%,2020-07-23,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.56%,2020-07-27,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.52%,2020-07-28,Negative
ICICI Bank Ltd.,ICICIBANK,Nifty projected to hit 21000 by December 2023 says ICICI Direct,2023-10-11,Neutral
ICICI Bank Ltd.,ICICIBANK,Indian banks adjust lending rates ICICI and HDFC among those revising MCLR,2023-11-24,Positive
ICICI Bank Ltd.,ICICIBANK,CLSA upgrades India's regional allocation favoring equities amid economic upswing,2023-10-11,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank enters top 5 in BT500 rankings under CEO Bakhshi,2023-11-27,Neutral
ICICI Bank Ltd.,ICICIBANK,Afcons Infrastructure IPO closes today,2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,"Bank locker charges of SBI, ICICI Bank, HDFC Bank, PNB in November 2024",2024-11-16,Neutral
ICICI Bank Ltd.,ICICIBANK,Credit Card changes: YES Bank to roll out new rewards redemption limits starting next month,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,NPCI allows NRIs to make UPI payments from 12 countries,2024-11-05,Negative
ICICI Bank Ltd.,ICICIBANK,"Indian bankers aren’t always frank about bank regulation, are they?",2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,"Bank locker charges November 2024: SBI, ICICI Bank, HDFC Bank, PNB",2024-11-04,Neutral
ICICI Bank Ltd.,ICICIBANK,"IndusInd Bank, ICICI Prudential Life among 5 stocks with short buildup",2024-11-06,Negative
ICICI Bank Ltd.,ICICIBANK,F&O Radar | Deploy Broken Wing strategy in ICICI Bank to gain from bullish outlook,2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,F&O Stock Strategy: How to trade ICICI Bank and NALCO,2024-10-30,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI credit cards introduce major changes effective November 15: What you need to know,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,"Buy State Bank of India, target price Rs 1,000: ICICI Securities",2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank updates credit card charges: Cardholders need to know THESE changes that take effect from November 15,2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,"BFSI's 15% YoY Q2 earnings growth outperforms Nifty, handsomely. HDFC Bank, ICICI Bank among analysts top bets",2024-11-19,Positive
ICICI Bank Ltd.,ICICIBANK,"FD interest rates: Here's what is on offer by HDFC Bank, SBI, ICICI, Canara & more — compare who is offering most",2024-11-17,Neutral
ICICI Bank Ltd.,ICICIBANK,"Mcap of 6 of top-10 most valued firms jump Rs 1 lakh cr; State Bank, ICICI Bank top gainers",2024-11-03,Positive
ICICI Bank Ltd.,ICICIBANK,Did ICICI Bank manage to outperform its rivals in Q2?,2024-10-26,Positive
ICICI Bank Ltd.,ICICIBANK,Diwali top picks 2024 for Muhurat Trading: 5 stocks with up to 40% upside potential,2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,"Brokerages tweak model portfolios on lackluster Q2 earnings, list top stocks to buy",2024-11-20,Positive
ICICI Bank Ltd.,ICICIBANK,Swiggy IPO subscribed 0.12 times on Day 1,2024-11-07,Neutral
ICICI Bank Ltd.,ICICIBANK,"RBI retains SBI, HDFC, ICICI as India's too-big-to-fail banks",2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank (NYSE:IBN) Hits New 12-Month High - Still a Buy?,2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank stock in spotlight after Q2 results. Should you buy, sell or hold?",2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,"No Monday blues! Sensex rises over 300 points, Nifty above 24,200",2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,ACME Solar ends 12% lower on listing day,2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank (NYSE:IBN) Shares Pass Above 200 Day Moving Average – Here’s Why,2024-11-16,Neutral
ICICI Bank Ltd.,ICICIBANK,Swiggy IPO subscribed 1.01 times so far on Day 3,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Swiggy’s stock market debut: Will it deliver listing gains?,2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank (NYSE:IBN) Shares Gap Up - Here's Why,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,Shapoorji Pallonji group’s Afcons Infrastructure IPO enters Day 2,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,ICICI Lombard buys stake worth ₹563 crore in ITC and Axis Bank,2024-11-07,Neutral
ICICI Bank Ltd.,ICICIBANK,Premium insurance at value prices,2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,Adani Infra to acquire substantial stake in PSP Projects,2024-11-21,Neutral
ICICI Bank Ltd.,ICICIBANK,"Sensex, Nifty slump 1 pc amid unabated foreign fund outflows, weak global trends",2024-11-12,Neutral
ICICI Bank Ltd.,ICICIBANK,"Yes Bank cuts FD interest rates: Comparing fixed deposit rates with SBI, HDFC Bank, ICICI Bank, Canara Bank, PNB",2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,"New credit card, train ticket, money transfer rules, special FD deadline: 5 major changes in November 2024",2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Q2 Results Preview: NII may jump by 11% YoY amid healthy momentum in loan book,2024-10-25,Positive
ICICI Bank Ltd.,ICICIBANK,8 of top 10 most-valued firms lose nearly Rs 2 lakh crore in m-cap,2024-11-17,Neutral
ICICI Bank Ltd.,ICICIBANK,We have been positive on largecaps & smallcaps for last 6-8 months; now see value in midcaps too: Varun Saboo,2024-10-30,Neutral
ICICI Bank Ltd.,ICICIBANK,Traders Purchase Large Volume of Call Options on ICICI Bank (NYSE:IBN),2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,Two Billionaire Brothers Built India’s Largest Discount Brokerage—Now The Government Is Cracking Down,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,"Monday Mayhem! Investors lose over Rs 3.5 lakh crore within 15 mins as Sensex, Nifty in freefall",2024-11-04,Neutral
ICICI Bank Ltd.,ICICIBANK,"TCS, HDFC Bank among 10 stocks that earned upgrades in past 1 month. Check revised target prices",2024-11-04,Neutral
ICICI Bank Ltd.,ICICIBANK,"Busy with Diwali, Dhanteras shopping? Check THESE top credit card offers on SBI Card, ICICI Bank, Axis Bank, HDFC Bank",2024-10-26,Positive
ICICI Bank Ltd.,ICICIBANK,"More tears likely in store for Indians as onion prices to stay high, ICICI Bank says",2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,SBI and ICICI Bank are outshining the peers. Will their golden run continue?,2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,"Rural demand, government spending to drive growth in second half of FY25: ICICI Report",2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,Latest FD premature withdrawal charges 2024: SBI vs HDFC Bank vs ICICI Bank vs PNB vs Yes Bank vs Bank of India,2024-11-20,Positive
ICICI Bank Ltd.,ICICIBANK,SBI delivers strong results. Is it still lagging competition?,2024-11-09,Neutral
ICICI Bank Ltd.,ICICIBANK,"Sensex, Nifty rise on buying in bank stocks, positive global cues",2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,"LIC Housing Finance accepts bids for bond reissue, bankers say",2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank Q2 results: Net profit surges 18.82% to ₹12,947.77 crore, interest income rises 18.9%",2024-10-26,Positive
ICICI Bank Ltd.,ICICIBANK,Market bottom not yet formed; betting on HDFC Bank to outperform: Nischal Maheshwari,2024-11-21,Neutral
ICICI Bank Ltd.,ICICIBANK,HDFC Life among other insurance stocks slide up to 3.5% amid 100% FDI buzz,2024-11-19,Positive
ICICI Bank Ltd.,ICICIBANK,"Demat accounts reach 17.9 crore in October, new additions decline to 35 lakh: Motilal Oswal",2024-11-11,Negative
ICICI Bank Ltd.,ICICIBANK,From advance train ticket booking rule to new money transfer guidelines – November 1 brings key changes. Check list,2024-11-01,Positive
ICICI Bank Ltd.,ICICIBANK,"Top 10 companies see valuation slump ₹1.55 crore, Reliance Industries biggest laggard & TCS biggest gainer",2024-11-10,Neutral
ICICI Bank Ltd.,ICICIBANK,Tesla shares up 29% in 1 week. Here’s how to buy US shares,2024-11-10,Neutral
ICICI Bank Ltd.,ICICIBANK,Best mutual funds: These ten large-cap equity mutual funds have given alpha returns in five years. Do you own any?,2024-11-21,Neutral
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank credit card changes from November 15: Fuel surcharge waiver, lounge access, late payment fee structure",2024-11-02,Positive
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank, Eicher Motors among 5 stocks with short covering",2024-11-06,Negative
ICICI Bank Ltd.,ICICIBANK,"Niva Bupa Healthcare IPO subscribed 7% so far on Day 1. Check GMP, other details",2024-11-07,Neutral
ICICI Bank Ltd.,ICICIBANK,"Afcons Infrastructure IPO subscribed 76% so far on last day of bidding. Check GMP, details",2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,Billionaire Gautam Adani-Backed Renew Exim To Buy Construction Company For $381 Million,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,"Q2 results today: SBI, Tata Motors among 152 companies to announce earnings on Friday",2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Oil price swings won't derail IndiGo's long-term growth: Sandip Sabharwal,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,ACME Solar Holdings IPO subscribed 47% on Day 2. GMP falls to 2%,2024-11-07,Neutral
ICICI Bank Ltd.,ICICIBANK,Sagility India raises Rs 945 crore from anchor investors ahead of IPO,2024-11-05,Negative
ICICI Bank Ltd.,ICICIBANK,D-Street likely to see $2.5 billion inflows as MSCI increases India weights,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,"Hot Stocks: Brokerage view on ICICI Bank, IndiGo, Ola Electric and Bandhan Bank",2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,ICICI Bank suspends 18 in money-laundering probe,2013-03-16,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.78%,2024-06-25,Neutral
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank, Chanda Kochhar face US regulatory probe; Indian agencies may seek foreign help",2018-06-11,Positive
ICICI Bank Ltd.,ICICIBANK,"Sagility India IPO allotment likely today. Check status, GMP, listing date and other details",2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,"3.2 million debit cards compromised; SBI, HDFC Bank, ICICI, YES Bank and Axis worst hit",2016-10-20,Positive
ICICI Bank Ltd.,ICICIBANK,"India's top private sector lenders ICICI Bank Ltd (ICBK.NS), HDFC Bank Ltd (HDBK.NS) and Axis Bank Ltd (AXBK.NS) said they were investigating allegations of widespread money laundering practices at their branches",2013-05-07,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 1.35%,2024-12-20,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.65%,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.48%,2024-09-20,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2024-09-04,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.04%,2024-09-03,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks mixed at close of trade; Nifty 50 up 0.01%,2024-07-25,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank shares surge on strong Q3 net profit growth,2024-01-22,Neutral
ICICI Bank Ltd.,ICICIBANK,Sensex hits record high led by HDFC Bank and LIC growth,2023-12-10,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank's dismissal of Chanda Kochhar upheld by Supreme Court,2023-12-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Mumbai court dismisses Choksi's plea in ICICI property case,2023-11-29,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-11-29,Positive
ICICI Bank Ltd.,ICICIBANK,Reserve Bank of India declares SBI and ICICI Bank 'too big to fail',2015-09-01,Neutral
ICICI Bank Ltd.,ICICIBANK,"Sagility India IPO subscribed 65% on last day of bidding process so far. Check GMP, other details",2024-11-07,Neutral
ICICI Bank Ltd.,ICICIBANK,Why banking & real Estate are Rahul Shah’s top bets amid market correction,2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,ICICI Prudential Multi asset completes 22 years,2024-11-11,Negative
ICICI Bank Ltd.,ICICIBANK,Stock market update: Stocks that hit 52-week lows on NSE,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Stock market update: Stocks that hit 52-week lows on NSE,2024-10-30,Neutral
ICICI Bank Ltd.,ICICIBANK,Share price of ICICI Lombard as Sensex drops 181.74 points,2024-11-08,Neutral
ICICI Bank Ltd.,ICICIBANK,"SBI MF becomes first to surpass ₹10 lakh crore AUM, outpacing ICICI and HDFC",2024-11-02,Positive
ICICI Bank Ltd.,ICICIBANK,Swiggy IPO subscribed 0.11 times so far on day 1 of bidding,2024-11-06,Negative
ICICI Bank Ltd.,ICICIBANK,"Buy ICICI Bank, target price Rs 1,370: HDFC Securities",2024-10-29,Negative
ICICI Bank Ltd.,ICICIBANK,ACME Solar debuts today after IPO oversubscribed 2.75 times,2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,Swiggy IPO subscribed 0.09 times so far on day 1 of bidding,2024-11-06,Negative
ICICI Bank Ltd.,ICICIBANK,"Add Grasim Industries, target price Rs 2,731: ICICI Securities",2024-11-20,Positive
ICICI Bank Ltd.,ICICIBANK,Stock market update: Stocks that hit 52-week lows on NSE,2024-11-19,Positive
ICICI Bank Ltd.,ICICIBANK,"Buy Nazara Technologies., target price Rs 1,080: ICICI Securities",2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"Add Sobha, target price Rs 1,628: ICICI Securities",2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"Buy Power Grid Corporation, target price Rs 385: ICICI Securities",2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,S Naren on why recent equity correction isn't cause for major worry,2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"SBI, HDFC Bank and ICICI Bank continue to be identified as Domestic Systemically Important Banks: RBI",2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,This large and midcap equity mutual fund gave 24.4% returns in 5 years: Should you invest?,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Q2 net jumps 14.5%,2024-10-27,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Lombard shares 0.53% as Sensex falls,2024-11-13,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Lombard shares 0.03% as Nifty falls,2024-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,"Laurus Labs steps up focus on R&D, lines up 62 products",2024-11-04,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Lombard shares 2.09% as Sensex rises,2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"Revised ICICI Bank credit card rules from November 15, 2024: Check latest rules on finance charges, late payment charges and more",2024-11-12,Neutral
ICICI Bank Ltd.,ICICIBANK,"Nifty prediction today – Nov 22, 2024: Intraday trend appears bullish",2024-11-22,Neutral
ICICI Bank Ltd.,ICICIBANK,"Stock markets rebound breaking bearish momentum on buying in ICICI Bank, firm trend in Asian peers",2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,"ICICI Bank Q2 PAT rises 15% to ₹11,746 crore on strong core income growth",2024-10-26,Positive
ICICI Bank Ltd.,ICICIBANK,Stock to buy today: ICICI Securities (₹882.30): BUY,2024-10-30,Neutral
ICICI Bank Ltd.,ICICIBANK,Market slowdown driven by tepid Q2 earnings and election-linked spending cuts: Hiren Ved,2024-10-28,Negative
ICICI Bank Ltd.,ICICIBANK,RBI sets SGB 2015-I tranche redemption at Rs 6132 per unit,2023-11-24,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Bank shares surge on strong Q3 net profit growth,2024-01-22,Neutral
ICICI Bank Ltd.,ICICIBANK,India's ICICI Bank to probe allegations against CEO,2018-05-30,Positive
ICICI Bank Ltd.,ICICIBANK,RBI sets SGB 2015-I tranche redemption at Rs 6132 per unit,2023-11-24,Positive
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 2.39%,2018-10-04,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI's scandal-hit Kochhar quits as CEO Bakhshi gets top job,2018-10-04,Positive
ICICI Bank Ltd.,ICICIBANK,Fund managers place bets in Asia's oversold assets such as high-yield bonds,2018-11-14,Neutral
ICICI Bank Ltd.,ICICIBANK,Slowing Indian bank lending overshadows economic rebound hopes,2019-10-16,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 0.74%,2020-07-23,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.19%,2020-07-24,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks lower at close of trade; Nifty 50 down 0.56%,2020-07-27,Neutral
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.52%,2020-07-28,Negative
ICICI Bank Ltd.,ICICIBANK,Bank Stock Most Favored By World’s Analysts Has Lagged Behind,2020-08-12,Negative
ICICI Bank Ltd.,ICICIBANK,India stocks higher at close of trade; Nifty 50 up 1.23%,2020-08-18,Negative
ICICI Bank Ltd.,ICICIBANK,Former ICICI Bank CEO's husband arrested on money laundering charges,2020-09-08,Neutral
ICICI Bank Ltd.,ICICIBANK,Exclusive: India's secondary listing plan for firms joining foreign markets irks investors sources say,2020-09-12,Neutral
ICICI Bank Ltd.,ICICIBANK,Indian stocks lag Asian peers in January as Adani losses weigh,2023-01-31,Positive
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-05-29,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-06-09,Neutral
ICICI Bank Ltd.,ICICIBANK,Street mood ahead of Fed decision: Nifty posts marginal gains metals outshine,2023-06-14,Neutral
ICICI Bank Ltd.,ICICIBANK,Nifty Sensex hit new life peaks Nifty cracks past 18900 mark metals shine,2023-06-28,Neutral
ICICI Bank Ltd.,ICICIBANK,Exclusive: Indian police scrutinize major law firm in PNB fraud probe after documents moved,2018-09-18,Negative
ICICI Bank Ltd.,ICICIBANK,India's ICICI Bank says CEO Kochhar on planned leave,2018-06-01,Neutral
ICICI Bank Ltd.,ICICIBANK,India's CBI probing Videocon husband of ICICI Bank CEO in loan case: sources,2018-03-31,Neutral
ICICI Bank Ltd.,ICICIBANK,India PNB's CEO meets serious fraud office amid probe into $2 billion scam,2018-03-07,Negative
ICICI Bank Ltd.,ICICIBANK,Asian bank stocks fall across the board as U.S. rout spills over,2023-05-03,Neutral
ICICI Bank Ltd.,ICICIBANK,ICICI Bank Ltd receives Investment Bank Analyst Rating Update,2023-05-12,Neutral
